Python_Function,Description,Unit Test Cases
def remove_non_alpha(s): return ''.join(c for c in s if c.isalpha()),"Removes non-alphabetic characters from a string.

This function returns a new string containing only the alphabetic characters from the input string s.",def test_remove_non_alpha(): assert remove_non_alpha("a1b2c3") == "abc" assert remove_non_alpha("hello!") == "hello" assert remove_non_alpha("123") == ""
def count_words(s): return len(s.split()),Counts the number of words in a string.,def test_count_words(): assert count_words("hello world") == 2 assert count_words("is great") == 3 assert count_words("") == 0
def get_unique_elements(lst): return list(set(lst)),Gets unique elements from a list.,"def test_get_unique_elements(): assert get_unique_elements([1, 2, 2, 3]) == [1, 2, 3] assert get_unique_elements([5, 5, 5]) == [5] assert get_unique_elements([]) == []"
def convert_to_uppercase(s): return s.upper(),"Converts a string to uppercase.

This function returns a new string where all characters from the input string s are converted to uppercase.",def test_convert_to_uppercase(): assert convert_to_uppercase("hello") == "HELLO" assert convert_to_uppercase("Python") == "PYTHON" assert convert_to_uppercase("") == ""
def convert_to_lowercase(s): return s.lower(),"Converts a string to lowercase.

This function returns a new string where all characters from the input string s are converted to lowercase.",def test_convert_to_lowercase(): assert convert_to_lowercase("HELLO") == "hello" assert convert_to_lowercase("Python") == "python" assert convert_to_lowercase("") == ""
"def remove_duplicates_from_string(s): return ''.join(sorted(set(s), key=s.index))","Removes duplicate characters from a string.

This function returns a new string with duplicate characters removed while preserving the original order of first occurrences.",def test_remove_duplicates_from_string(): assert remove_duplicates_from_string("banana") == "ban" assert remove_duplicates_from_string("aabbcc") == "abc" assert remove_duplicates_from_string("") == ""
"def is_divisible_by(n, divisor): return n % divisor == 0","Checks if a number is divisible by another number.

This function returns True if the input number n is divisible by divisor, otherwise False.","def test_is_divisible_by(): assert is_divisible_by(10, 2) assert not is_divisible_by(10, 3) assert is_divisible_by(21, 7)"
"def find_common_elements(lst1, lst2): return list(set(lst1).intersection(lst2))",Finds common elements between two lists.,"def test_find_common_elements(): assert find_common_elements([1, 2, 3], [2, 3, 4]) == [2, 3] assert find_common_elements([4, 5, 6], [1, 2, 3]) == [] assert find_common_elements([1, 2, 3], [3, 3, 2]) == [2, 3]"
"def get_intersection(lst1, lst2): return list(set(lst1) & set(lst2))","Computes the intersection of two lists.

This function returns a list containing only the elements that appear in both lst1 and lst2.","def test_get_intersection(): assert get_intersection([1, 2, 3], [2, 3, 4]) == [2, 3] assert get_intersection([4, 5, 6], [1, 2, 3]) == [] assert get_intersection([1, 2, 3], [3, 3, 2]) == [2, 3]"
"def count_occurrences(lst, item): return lst.count(item)",Counts occurrences of an item in a list.,"def test_count_occurrences(): assert count_occurrences([1, 2, 3, 2], 2) == 2 assert count_occurrences([4, 4, 4], 4) == 3 assert count_occurrences([1, 2, 3], 4) == 0"
"def find_longest_word(words): return max(words, key=len)","Finds the longest word in a list.

This function returns the word with the maximum length from the input list words.","def test_find_longest_word(): assert find_longest_word([""cat"", ""elephant"", ""dog""]) == ""elephant"" assert find_longest_word([""apple"", ""banana"", ""cherry""]) == ""banana"" assert find_longest_word([""a"", ""ab"", ""abc""]) == ""abc"""
"def generate_random_numbers(n, start, end): import random return [random.randint(start, end) for _ in range(n)]","Generates a list of random numbers.

This function returns a list of n random integers between start and end, inclusive.","def test_generate_random_numbers(): import random random.seed(1) assert generate_random_numbers(5, 1, 10) == [6, 1, 7, 1, 8] random.seed(2) assert generate_random_numbers(3, 5, 15) == [8, 15, 5] assert generate_random_numbers(0, 1, 10) == []"
def reverse_list(lst): return lst[::-1],"Reverses the elements of a list.

This function returns a new list with the elements of the input list lst in reversed order.","def test_reverse_list(): assert reverse_list([1, 2, 3]) == [3, 2, 1] assert reverse_list([4, 5, 6, 7]) == [7, 6, 5, 4] assert reverse_list([]) == []"
"def merge_dicts(d1, d2): return {**d1, **d2}","Merges two dictionaries.

This function returns a new dictionary combining the key-value pairs from d1 and d2. If keys overlap, d2 values overwrite d1 values.","def test_merge_dicts(): assert merge_dicts({'a': 1}, {'b': 2}) == {'a': 1, 'b': 2} assert merge_dicts({'a': 1}, {'a': 2}) == {'a': 2} assert merge_dicts({}, {'b': 2}) == {'b': 2}"
def list_to_dict(lst): return {i: lst[i] for i in range(len(lst))},"Converts a list to a dictionary with indices as keys.

This function returns a dictionary where the keys are the indices of the elements in the input list lst and the values are the elements themselves.","def test_list_to_dict(): assert list_to_dict(['a', 'b', 'c']) == {0: 'a', 1: 'b', 2: 'c'} assert list_to_dict([1, 2]) == {0: 1, 1: 2} assert list_to_dict([]) == {}"
def dict_to_list(d): return list(d.values()),"Converts a dictionary's values to a list.

This function returns a list containing all the values from the input dictionary d.","def test_dict_to_list(): assert dict_to_list({'a': 1, 'b': 2}) == [1, 2] assert dict_to_list({'x': 10}) == [10] assert dict_to_list({}) == []"
def list_sum(lst): return sum(lst),"Calculates the sum of elements in a list.

This function returns the total sum of all numeric elements in the input list lst.","def test_list_sum(): assert list_sum([1, 2, 3]) == 6 assert list_sum([10, -5, 5]) == 10 assert list_sum([]) == 0"
"def factorial_iter(n): result = 1 for i in range(1, n + 1): result *= i return result","Calculates the factorial of a number using iteration.

This function returns the factorial of the input number n by iterating from 1 to n and multiplying the values.",def test_factorial_iter(): assert factorial_iter(5) == 120 assert factorial_iter(0) == 1 assert factorial_iter(3) == 6
"def flatten_dict(d): return {k: v for subd in d.values() for k, v in subd.items()}","Flattens a dictionary of dictionaries.

This function returns a single dictionary containing all key-value pairs from nested dictionaries within the input dictionary d.","def test_flatten_dict(): assert flatten_dict({'a': {'b': 1}, 'c': {'d': 2}}) == {'b': 1, 'd': 2} assert flatten_dict({'x': {'y': 3}}) == {'y': 3} assert flatten_dict({}) == {}"
"def calculate_power(base, exponent): return base ** exponent","Calculates the power of a number.

This function returns the result of raising the base to the power of exponent.","def test_calculate_power(): assert calculate_power(2, 3) == 8 assert calculate_power(5, 0) == 1 assert calculate_power(7, 2) == 49"
def capitalize_first_letter(s): return s.capitalize(),"Capitalizes the first letter of a string.

This function returns a new string where the first letter of the input string s is capitalized and the rest of the string is in lowercase.",def test_capitalize_first_letter(): assert capitalize_first_letter("hello") == "Hello" assert capitalize_first_letter("WORLD") == "World" assert capitalize_first_letter("") == ""
"def get_even_index_elements(lst): return [lst[i] for i in range(0, len(lst), 2)]","Gets elements at even indices from a list.

This function returns a list of elements from the input list lst that are located at even indices.","def test_get_even_index_elements(): assert get_even_index_elements([1, 2, 3, 4]) == [1, 3] assert get_even_index_elements([10, 20, 30, 40, 50]) == [10, 30, 50] assert get_even_index_elements([]) == []"
def is_palindrome(s): return s == s[::-1],"Checks if a string is a palindrome.

This function returns True if the input string s reads the same forward and backward, otherwise False.",def test_is_palindrome(): assert is_palindrome("radar") assert not is_palindrome("hello") assert is_palindrome("")
"def split_by_length(s, length): return [s[i:i+length] for i in range(0, len(s), length)]","Splits a string into chunks of a specified length.

This function returns a list of substrings obtained by splitting the input string s into chunks of length.","def test_split_by_length(): assert split_by_length(""abcdefgh"", 3) == [""abc"", ""def"", ""gh""] assert split_by_length(""hello"", 2) == [""he"", ""ll"", ""o""] assert split_by_length(""test"", 5) == [""test""]"
def get_keys(d): return list(d.keys()),Gets all keys from a dictionary.,"def test_get_keys(): assert get_keys({'a': 1, 'b': 2}) == ['a', 'b'] assert get_keys({'x': 10}) == ['x'] assert get_keys({}) == []"
def get_values(d): return list(d.values()),Gets all values from a dictionary.,"def test_get_values(): assert get_values({'a': 1, 'b': 2}) == [1, 2] assert get_values({'x': 10}) == [10] assert get_values({}) == []"
"def merge_lists(lst1, lst2): return lst1 + lst2",Merges two lists.,"def test_merge_lists(): assert merge_lists([1, 2], [3, 4]) == [1, 2, 3, 4] assert merge_lists([], [5, 6]) == [5, 6] assert merge_lists([7], []) == [7]"
def calculate_area_of_circle(radius): import math return math.pi * radius ** 2,"Calculates the area of a circle.

This function returns the area of a circle given its radius using the formula pr?",def test_calculate_area_of_circle(): import math assert calculate_area_of_circle(1) == math.pi assert calculate_area_of_circle(2) == 4 * math.pi assert calculate_area_of_circle(0) == 0
def extract_numbers_from_string(s): return [int(num) for num in s.split() if num.isdigit()],"Extracts numbers from a string.

This function returns a list of integers extracted from the input string s, ignoring non-numeric parts.","def test_extract_numbers_from_string(): assert extract_numbers_from_string(""hello 123 world 456"") == [123, 456] assert extract_numbers_from_string(""no numbers here"") == [] assert extract_numbers_from_string(""42 is the answer"") == [42]"
def find_duplicates(lst): return [item for item in set(lst) if lst.count(item) > 1],Finds duplicate elements in a list.,"def test_find_duplicates(): assert find_duplicates([1, 2, 2, 3, 3, 3]) == [2, 3] assert find_duplicates([1, 1, 2, 2, 3]) == [1, 2] assert find_duplicates([]) == []"
"def is_prime(n): if n <= 1: return False for i in range(2, int(n ** 0.5) + 1): if n % i == 0: return False return True",Checks if a number is prime.,def test_is_prime(): assert is_prime(2) assert is_prime(5) assert not is_prime(4) assert not is_prime(1)
def sum_of_squares(lst): return sum(x ** 2 for x in lst),"Calculates the sum of squares of elements in a list.

This function returns the total sum of the squares of each element in the input list lst.","def test_sum_of_squares(): assert sum_of_squares([1, 2, 3]) == 14 assert sum_of_squares([4, 5]) == 41 assert sum_of_squares([]) == 0"
"def merge_and_sort_lists(lst1, lst2): return sorted(lst1 + lst2)","Merges and sorts two lists.

This function returns a new list combining lst1 and lst2, and sorts the resulting list.","def test_merge_and_sort_lists(): assert merge_and_sort_lists([1, 3], [2, 4]) == [1, 2, 3, 4] assert merge_and_sort_lists([4, 2], [1, 3]) == [1, 2, 3, 4] assert merge_and_sort_lists([], [5]) == [5]"
